budgetRange,name,label,quarter,date,price(per.sqft)
LUXURY,Lodha Palava City,PROJECT,"apr-june,2016",06/30/2016,6400
MID,Lodha Casa Bella,PROJECT,"july-sept,2017",09/30/2017,6550
Premium,thakurli,LOCALITY,"jan-mar,2018",03/31/2018,6750
Mid-Segment,Nilje Gaon,LOCALITY,"oct-dec,2019",12/31/2019,6150
Affordable,Nandivali Gaon,LOCALITY,"oct-dec,2021",12/31/2021,4400
LUXURY,Anantnath And Forever City,PROJECT,"oct-dec,2022",12/31/2022,7900
LUXURY,Lodha Palava City,PROJECT,"oct-dec,2014",12/31/2014,5650
LUXURY,Lodha Palava City,PROJECT,"july-sept,2016",09/30/2016,6450
Premium,Dombivli East,LOCALITY,"apr-june,2014",06/30/2014,5000
Premium,Dombivli East,LOCALITY,"jan-mar,2019",03/31/2019,6500
LUXURY,Lodha Casa Bella Gold,PROJECT,"jan-mar,2018",03/31/2018,7050
LUXURY,Runwal My City,PROJECT,"oct-dec,2020",12/31/2020,7250
Mid-Segment,Nandivli,LOCALITY,"july-sept,2017",09/30/2017,4900
LUXURY,Runwal My City,PROJECT,"oct-dec,2022",12/31/2022,7700
LUXURY,Lodha Casario,PROJECT,"oct-dec,2012",12/31/2012,5300
MID,Lodha Casa Rio Gold,PROJECT,"jan-mar,2016",03/31/2016,6650
Mid-Segment,Nandivli,LOCALITY,"july-sept,2018",09/30/2018,5000
LUXURY,Lodha Casario,PROJECT,"apr-june,2020",06/30/2020,6300
MID,Lodha Casa Rio Gold,PROJECT,"oct-dec,2022",12/31/2022,6200
Premium,Dombivli East,LOCALITY,"july-sept,2015",09/30/2015,6400
Mid-Segment,Sagaon,LOCALITY,"oct-dec,2017",12/31/2017,4500
LUXURY,Runwal My City,PROJECT,"oct-dec,2021",12/31/2021,7250
Affordable,Nandivali Gaon,LOCALITY,"jan-mar,2018",03/31/2018,3400
Mid-Segment,Nandivli,LOCALITY,"jan-mar,2021",03/31/2021,5700
LUXURY,Lodha Palava City,PROJECT,"jan-mar,2022",03/31/2022,6800
Premium,Dombivli East,LOCALITY,"oct-dec,2008",12/31/2008,2800
MID,Lodha Lakeshore Greens,PROJECT,"apr-june,2021",06/30/2021,5700
MID,Lodha Casa Bella,PROJECT,"oct-dec,2016",12/31/2016,6650
MID,Lodha Palava Downtown,PROJECT,"july-sept,2019",09/30/2019,6600
LUXURY,Lodha Palava City,PROJECT,"oct-dec,2020",12/31/2020,6900
LUXURY,Lodha Casa Bella Gold,PROJECT,"jan-mar,2022",03/31/2022,6650
Premium,Dombivli East,LOCALITY,"july-sept,2018",09/30/2018,5200
LUXURY,Lodha Casario,PROJECT,"july-sept,2014",09/30/2014,6350
Premium,thakurli,LOCALITY,"oct-dec,2018",12/31/2018,7450
LUXURY,Lodha Palava City,PROJECT,"july-sept,2022",09/30/2022,6350
LUXURY,Lodha Palava City,PROJECT,"jan-mar,2014",03/31/2014,4850
LUXURY,Shree Chamunda Garden,PROJECT,"jan-mar,2020",03/31/2020,6900
Mid-Segment,Sagaon,LOCALITY,"jan-mar,2020",03/31/2020,5250
LUXURY,Lodha Palava City,PROJECT,"jan-mar,2018",03/31/2018,6350
Premium,Balaji Nagar,LOCALITY,"july-sept,2021",09/30/2021,7900
LUXURY,Lodha Golflinks,PROJECT,"oct-dec,2019",12/31/2019,8900
LUXURY,Lodha Casa Bella Gold,PROJECT,"jan-mar,2019",03/31/2019,7000
LUXURY,Lodha Golflinks,PROJECT,"apr-june,2021",06/30/2021,8450
Premium,Sunil Nagar,LOCALITY,"oct-dec,2021",12/31/2021,8050
Premium,Dombivli East,LOCALITY,"jan-mar,2018",03/31/2018,5100
MID,Lodha Casa Rio Gold,PROJECT,"july-sept,2022",09/30/2022,6000
Mid-Segment,Sagarli,LOCALITY,"jan-mar,2018",03/31/2018,5450
LUXURY,Siddharth Riverwood Park,PROJECT,"oct-dec,2019",12/31/2019,5600
MID,Lodha Lakeshore Greens,PROJECT,"july-sept,2015",09/30/2015,5650
MID,Lodha Casa Rio Gold,PROJECT,"july-sept,2021",09/30/2021,6250
MID,Lodha Lakeshore Greens,PROJECT,"jan-mar,2019",03/31/2019,6300
MID,Lodha Casa Rio Gold,PROJECT,"oct-dec,2019",12/31/2019,6150
Mid-Segment,Sagarli,LOCALITY,"apr-june,2016",06/30/2016,4850
Mid-Segment,Sagarli,LOCALITY,"oct-dec,2020",12/31/2020,5250
Mid-Segment,Sagaon,LOCALITY,"oct-dec,2022",12/31/2022,4850
Mid-Segment,Pendse Nagar,LOCALITY,"jan-mar,2022",03/31/2022,6200
MID,Lodha Casa Bella,PROJECT,"july-sept,2015",09/30/2015,7600
Premium,thakurli,LOCALITY,"jan-mar,2014",03/31/2014,5150
LUXURY,Shree Chamunda Garden,PROJECT,"jan-mar,2022",03/31/2022,7400
LUXURY,Lodha Palava City,PROJECT,"july-sept,2016",09/30/2016,6450
MID,Lodha Lakeshore Greens,PROJECT,"apr-june,2019",06/30/2019,6100
Mid-Segment,Nilje Gaon,LOCALITY,"apr-june,2021",06/30/2021,6250
MID,Lodha Lakeshore Greens,PROJECT,"jan-mar,2014",03/31/2014,5000
MID,Lodha Lakeshore Greens,PROJECT,"jan-mar,2021",03/31/2021,5850
MID,Lodha Casa Rio Gold,PROJECT,"jan-mar,2017",03/31/2017,6200
Premium,Dombivli East,LOCALITY,"oct-dec,2015",12/31/2015,6100
Premium,Sunil Nagar,LOCALITY,"jan-mar,2018",03/31/2018,7700
LUXURY,Anantnath And Forever City,PROJECT,"apr-june,2021",06/30/2021,6950
MID,Lodha Palava Downtown,PROJECT,"jan-mar,2017",03/31/2017,6100
Premium,Sunil Nagar,LOCALITY,"apr-june,2015",06/30/2015,5650
LUXURY,Siddharth Riverwood Park,PROJECT,"jan-mar,2021",03/31/2021,6050
LUXURY,Lodha Palava City,PROJECT,"jan-mar,2017",03/31/2017,6250
Premium,Dombivli East,LOCALITY,"july-sept,2020",09/30/2020,5150
LUXURY,Runwal My City,PROJECT,"july-sept,2019",09/30/2019,7400
LUXURY,Lodha Palava City,PROJECT,"jan-mar,2020",03/31/2020,6250
Mid-Segment,Nilje Gaon,LOCALITY,"jan-mar,2021",03/31/2021,6300
Mid-Segment,Pendse Nagar,LOCALITY,"oct-dec,2021",12/31/2021,6550
LUXURY,Shree Chamunda Garden,PROJECT,"apr-june,2019",06/30/2019,6900
MID,Lodha Lakeshore Greens,PROJECT,"jan-mar,2017",03/31/2017,6550
Premium,Dombivli East,LOCALITY,"jan-mar,2012",03/31/2012,4400
MID,Lodha Regency,PROJECT,"apr-june,2017",06/30/2017,5900
LUXURY,Lodha Casa Bella Gold,PROJECT,"july-sept,2014",09/30/2014,6900
MID,Lodha Casa Rio Gold,PROJECT,"jan-mar,2014",03/31/2014,6100
MID,Lodha Lakeshore Greens,PROJECT,"july-sept,2014",09/30/2014,4800
Premium,thakurli,LOCALITY,"oct-dec,2013",12/31/2013,5000
LUXURY,Lodha Palava City,PROJECT,"oct-dec,2021",12/31/2021,6950
Premium,Dombivli East,LOCALITY,"july-sept,2012",09/30/2012,5250
LUXURY,Runwal My City,PROJECT,"jan-mar,2018",03/31/2018,5500
Premium,thakurli,LOCALITY,"july-sept,2014",09/30/2014,5150
LUXURY,Lodha Casa Bella Gold,PROJECT,"jan-mar,2017",03/31/2017,7050
LUXURY,Lodha Casa Bella Gold,PROJECT,"apr-june,2017",06/30/2017,6800
MID,Lodha Lakeshore Greens,PROJECT,"oct-dec,2022",12/31/2022,5500
LUXURY,Happy Sarvodaya Trilok,PROJECT,"july-sept,2021",09/30/2021,8500
Premium,Gograswadi,LOCALITY,"apr-june,2019",06/30/2019,7000
Mid-Segment,Sagarli,LOCALITY,"july-sept,2019",09/30/2019,5000
Mid-Segment,Sagaon,LOCALITY,"july-sept,2020",09/30/2020,5100
MID,Lodha Lakeshore Greens,PROJECT,"jan-mar,2016",03/31/2016,5000
Premium,Balaji Nagar,LOCALITY,"apr-june,2021",06/30/2021,7800
MID,Lodha Casa Bella,PROJECT,"oct-dec,2014",12/31/2014,7000
MID,Lodha Regency,PROJECT,"oct-dec,2022",12/31/2022,5850
Premium,Dombivli East,LOCALITY,"jan-mar,2016",03/31/2016,6250
MID,Lodha Casa Rio Gold,PROJECT,"oct-dec,2013",12/31/2013,5700
Premium,Dombivli East,LOCALITY,"july-sept,2007",09/30/2007,1750
Mid-Segment,Sagaon,LOCALITY,"apr-june,2018",06/30/2018,4200
MID,Lodha Casa Bella,PROJECT,"jan-mar,2019",03/31/2019,6150
LUXURY,Lodha Palava City,PROJECT,"apr-june,2016",06/30/2016,6400
LUXURY,Runwal My City,PROJECT,"oct-dec,2017",12/31/2017,5650
Premium,Dombivli East,LOCALITY,"july-sept,2018",09/30/2018,5200
Mid-Segment,Pendse Nagar,LOCALITY,"apr-june,2021",06/30/2021,7400
LUXURY,Lodha Golflinks,PROJECT,"july-sept,2022",09/30/2022,9800
Mid-Segment,Dawadi Gaon,LOCALITY,"jan-mar,2021",03/31/2021,4550
Premium,Dombivli East,LOCALITY,"apr-june,2008",06/30/2008,2750
MID,Lodha Palava Downtown,PROJECT,"jan-mar,2022",03/31/2022,5550
Affordable,Nandivali Gaon,LOCALITY,"oct-dec,2021",12/31/2021,4400
Premium,thakurli,LOCALITY,"july-sept,2022",09/30/2022,7700
LUXURY,Lodha Golflinks,PROJECT,"jan-mar,2018",03/31/2018,8300
Premium,Dombivli East,LOCALITY,"oct-dec,2008",12/31/2008,2800
Premium,Sunil Nagar,LOCALITY,"july-sept,2014",09/30/2014,4850
LUXURY,Runwal My City,PROJECT,"jan-mar,2021",03/31/2021,7150
Premium,thakurli,LOCALITY,"oct-dec,2021",12/31/2021,7000
Premium,P and T Colony,LOCALITY,"apr-june,2020",06/30/2020,6700
Mid-Segment,Nandivli,LOCALITY,"apr-june,2021",06/30/2021,6600
Mid-Segment,Dawadi Gaon,LOCALITY,"july-sept,2021",09/30/2021,4500
,,,,,
Premium,Balaji Nagar,LOCALITY,"oct-dec,2022",12/31/2022,8350
Premium,Gograswadi,LOCALITY,"oct-dec,2018",12/31/2018,6800
Affordable,Nandivali Gaon,LOCALITY,"july-sept,2021",09/30/2021,4550
Affordable,Nandivali Gaon,LOCALITY,"july-sept,2017",09/30/2017,2950
Premium,Dombivli East,LOCALITY,"jan-mar,2011",03/31/2011,4150
Affordable,Nandivali Gaon,LOCALITY,"jan-mar,2018",03/31/2018,3400
Premium,thakurli,LOCALITY,"july-sept,2015",09/30/2015,6200
MID,Lodha Casa Bella,PROJECT,"oct-dec,2015",12/31/2015,7100
LUXURY,Lodha Casa Bella Gold,PROJECT,"july-sept,2021",09/30/2021,6700
Premium,P and T Colony,LOCALITY,"oct-dec,2019",12/31/2019,6650
LUXURY,Siddharth Riverwood Park,PROJECT,"july-sept,2018",09/30/2018,5550
MID,Lodha Casa Bella,PROJECT,"jan-mar,2018",03/31/2018,6350
Mid-Segment,Dawadi Gaon,LOCALITY,"jan-mar,2019",03/31/2019,5800
Premium,Dombivli East,LOCALITY,"july-sept,2009",09/30/2009,2800
Premium,P and T Colony,LOCALITY,"oct-dec,2020",12/31/2020,7000
LUXURY,Lodha Palava City,PROJECT,"july-sept,2019",09/30/2019,6350
LUXURY,Lodha Casa Bella Gold,PROJECT,"apr-june,2020",06/30/2020,7500
Premium,P and T Colony,LOCALITY,"apr-june,2018",06/30/2018,5300
MID,Lodha Lakeshore Greens,PROJECT,"july-sept,2017",09/30/2017,7100
Mid-Segment,Sagaon,LOCALITY,"july-sept,2021",09/30/2021,4650
MID,Lodha Casa Bella,PROJECT,"oct-dec,2017",12/31/2017,6450
Mid-Segment,Sagaon,LOCALITY,"july-sept,2018",09/30/2018,4700
LUXURY,Runwal My City,PROJECT,"apr-june,2019",06/30/2019,7300
MID,Lodha Lakeshore Greens,PROJECT,"apr-june,2018",06/30/2018,7000
Mid-Segment,Sagaon,LOCALITY,"apr-june,2021",06/30/2021,5400
Mid-Segment,Nilje Gaon,LOCALITY,"jan-mar,2022",03/31/2022,5700
LUXURY,Lodha Golflinks,PROJECT,"oct-dec,2017",12/31/2017,7900
MID,Lodha Regency,PROJECT,"jan-mar,2018",03/31/2018,5850
MID,Lodha Casa Bella,PROJECT,"jan-mar,2016",03/31/2016,7100
MID,Lodha Lakeshore Greens,PROJECT,"oct-dec,2019",12/31/2019,5600
Premium,P and T Colony,LOCALITY,"oct-dec,2022",12/31/2022,6800
MID,Lodha Casa Rio Gold,PROJECT,"apr-june,2020",06/30/2020,5900
Premium,Dombivli East,LOCALITY,"apr-june,2010",06/30/2010,3400
Premium,thakurli,LOCALITY,"oct-dec,2016",12/31/2016,6200
LUXURY,Anantnath And Forever City,PROJECT,"jan-mar,2022",03/31/2022,7950
MID,Lodha Palava Downtown,PROJECT,"apr-june,2021",06/30/2021,5800
Premium,Dombivli East,LOCALITY,"oct-dec,2019",12/31/2019,6450
Mid-Segment,Sagaon,LOCALITY,"oct-dec,2019",12/31/2019,5350
Premium,Dombivli East,LOCALITY,"jan-mar,2020",03/31/2020,6450
Premium,Dombivli East,LOCALITY,"apr-june,2007",06/30/2007,2000
LUXURY,Lodha Golflinks,PROJECT,"apr-june,2022",06/30/2022,9900
MID,Lodha Casa Rio Gold,PROJECT,"july-sept,2012",09/30/2012,5000
Mid-Segment,Sagarli,LOCALITY,"jan-mar,2016",03/31/2016,4950
LUXURY,Lodha Golflinks,PROJECT,"jan-mar,2022",03/31/2022,10250
Premium,thakurli,LOCALITY,"oct-dec,2018",12/31/2018,7450
Premium,Sunil Nagar,LOCALITY,"jan-mar,2021",03/31/2021,8500
Affordable,Nandivali Gaon,LOCALITY,"oct-dec,2020",12/31/2020,4000
MID,Lodha Casa Bella,PROJECT,"jan-mar,2021",03/31/2021,6050
MID,Lodha Casa Rio Gold,PROJECT,"oct-dec,2016",12/31/2016,6300
MID,Lodha Palava Downtown,PROJECT,"oct-dec,2022",12/31/2022,6050
Mid-Segment,Sagarli,LOCALITY,"apr-june,2018",06/30/2018,5150
MID,Lodha Regency,PROJECT,"apr-june,2021",06/30/2021,6600
Mid-Segment,Nandivli,LOCALITY,"apr-june,2020",06/30/2020,5700
Mid-Segment,Sagarli,LOCALITY,"jan-mar,2019",03/31/2019,5050
LUXURY,Lodha Casa Bella Gold,PROJECT,"jan-mar,2015",03/31/2015,7700
LUXURY,Lodha Golflinks,PROJECT,"july-sept,2020",09/30/2020,8350
LUXURY,Lodha Golflinks,PROJECT,"apr-june,2019",06/30/2019,9450
Premium,Gograswadi,LOCALITY,"apr-june,2022",06/30/2022,7250
MID,Lodha Casa Rio Gold,PROJECT,"apr-june,2012",06/30/2012,4200
Mid-Segment,Nilje Gaon,LOCALITY,"july-sept,2019",09/30/2019,6300
Mid-Segment,Nandivli,LOCALITY,"july-sept,2017",09/30/2017,4900
MID,Lodha Casa Bella,PROJECT,"july-sept,2019",09/30/2019,6250
MID,Lodha Casa Bella,PROJECT,"apr-june,2016",06/30/2016,6950
LUXURY,Lodha Golflinks,PROJECT,"jan-mar,2020",03/31/2020,8250
MID,Lodha Casa Bella,PROJECT,"july-sept,2020",09/30/2020,6800
MID,Lodha Casa Rio Gold,PROJECT,"oct-dec,2022",12/31/2022,6200
Premium,Gograswadi,LOCALITY,"oct-dec,2022",12/31/2022,6700
Premium,P and T Colony,LOCALITY,"july-sept,2022",09/30/2022,5900
MID,Lodha Casa Bella,PROJECT,"oct-dec,2019",12/31/2019,6250
Premium,Sunil Nagar,LOCALITY,"oct-dec,2016",12/31/2016,7050
Premium,thakurli,LOCALITY,"jan-mar,2020",03/31/2020,7000
LUXURY,Runwal My City,PROJECT,"apr-june,2016",06/30/2016,5200
Mid-Segment,Sagarli,LOCALITY,"july-sept,2016",09/30/2016,5550
MID,Lodha Casa Bella,PROJECT,"jan-mar,2020",03/31/2020,6300
Mid-Segment,Sagaon,LOCALITY,"apr-june,2019",06/30/2019,4900
Premium,Dombivli East,LOCALITY,"july-sept,2016",09/30/2016,6250
LUXURY,Lodha Casa Bella Gold,PROJECT,"oct-dec,2015",12/31/2015,7400
Mid-Segment,Nilje Gaon,LOCALITY,"july-sept,2018",09/30/2018,6350
MID,Lodha Regency,PROJECT,"jan-mar,2020",03/31/2020,6600
MID,Lodha Casa Rio Gold,PROJECT,"jan-mar,2020",03/31/2020,5850
Mid-Segment,Nilje Gaon,LOCALITY,"july-sept,2016",09/30/2016,6150
Premium,thakurli,LOCALITY,"july-sept,2021",09/30/2021,7400
Mid-Segment,Nandivli,LOCALITY,"oct-dec,2021",12/31/2021,6350
Mid-Segment,Nandivli,LOCALITY,"jan-mar,2020",03/31/2020,5700
MID,Lodha Lakeshore Greens,PROJECT,"apr-june,2015",06/30/2015,5650
Premium,Sunil Nagar,LOCALITY,"oct-dec,2018",12/31/2018,8100
MID,Lodha Lakeshore Greens,PROJECT,"july-sept,2020",09/30/2020,5500
Mid-Segment,Nandivli,LOCALITY,"oct-dec,2019",12/31/2019,6000
Mid-Segment,Dawadi Gaon,LOCALITY,"apr-june,2022",06/30/2022,5200
LUXURY,Runwal My City,PROJECT,"july-sept,2022",09/30/2022,7450
Premium,Sunil Nagar,LOCALITY,"jan-mar,2020",03/31/2020,7500
Mid-Segment,Sagarli,LOCALITY,"july-sept,2022",09/30/2022,5400
Premium,Gograswadi,LOCALITY,"jan-mar,2022",03/31/2022,7200
Mid-Segment,Sagaon,LOCALITY,"jan-mar,2017",03/31/2017,4400
MID,Lodha Casa Rio Gold,PROJECT,"oct-dec,2017",12/31/2017,6000
Mid-Segment,Sagaon,LOCALITY,"july-sept,2016",09/30/2016,4800
LUXURY,Lodha Palava City,PROJECT,"apr-june,2022",06/30/2022,7050
Premium,Sunil Nagar,LOCALITY,"july-sept,2018",09/30/2018,8400
Premium,Dombivli East,LOCALITY,"oct-dec,2012",12/31/2012,5700
Premium,Sunil Nagar,LOCALITY,"jan-mar,2014",03/31/2014,5000
Mid-Segment,Nilje Gaon,LOCALITY,"apr-june,2016",06/30/2016,6400
Mid-Segment,Sagaon,LOCALITY,"oct-dec,2017",12/31/2017,4500
Premium,thakurli,LOCALITY,"apr-june,2018",06/30/2018,7000
LUXURY,Lodha Palava City,PROJECT,"jan-mar,2021",03/31/2021,6800
LUXURY,Runwal My City,PROJECT,"jan-mar,2016",03/31/2016,5300
MID,Lodha Casa Rio Gold,PROJECT,"jan-mar,2016",03/31/2016,6650
MID,Lodha Regency,PROJECT,"jan-mar,2021",03/31/2021,6700
Mid-Segment,Nilje Gaon,LOCALITY,"july-sept,2017",09/30/2017,5950
MID,Lodha Lakeshore Greens,PROJECT,"oct-dec,2013",12/31/2013,4550
Mid-Segment,Nandivli,LOCALITY,"jan-mar,2018",03/31/2018,4800
Premium,Dombivli East,LOCALITY,"apr-june,2022",06/30/2022,5200
Premium,Dombivli East,LOCALITY,"oct-dec,2015",12/31/2015,5400
Premium,Dombivli East,LOCALITY,"oct-dec,2009",12/31/2009,2650
LUXURY,Lodha Casa Bella Gold,PROJECT,"jan-mar,2021",03/31/2021,6850
LUXURY,Siddharth Riverwood Park,PROJECT,"apr-june,2018",06/30/2018,6250
MID,Lodha Casa Rio Gold,PROJECT,"apr-june,2016",06/30/2016,6400
Premium,Dombivli East,LOCALITY,"apr-june,2009",06/30/2009,2650
LUXURY,Lodha Palava City,PROJECT,"july-sept,2020",09/30/2020,7550
Mid-Segment,Nilje Gaon,LOCALITY,"jan-mar,2019",03/31/2019,6400
MID,Lodha Regency,PROJECT,"apr-june,2018",06/30/2018,5800
MID,Lodha Casa Bella,PROJECT,"apr-june,2018",06/30/2018,6350
Premium,thakurli,LOCALITY,"apr-june,2019",06/30/2019,7150
Premium,Dombivli East,LOCALITY,"apr-june,2018",06/30/2018,6500
Premium,thakurli,LOCALITY,"apr-june,2021",06/30/2021,7600
MID,Lodha Lakeshore Greens,PROJECT,"apr-june,2014",06/30/2014,4900
Mid-Segment,Sagarli,LOCALITY,"oct-dec,2016",12/31/2016,5450
MID,Lodha Regency,PROJECT,"jan-mar,2017",03/31/2017,6200
MID,Lodha Casa Rio Gold,PROJECT,"oct-dec,2014",12/31/2014,5850
Mid-Segment,Nandivli,LOCALITY,"apr-june,2017",06/30/2017,4450
Mid-Segment,Sagarli,LOCALITY,"apr-june,2020",06/30/2020,5550
LUXURY,Runwal My City,PROJECT,"july-sept,2017",09/30/2017,6000
Premium,Dombivli East,LOCALITY,"apr-june,2018",06/30/2018,5300
MID,Lodha Casa Bella,PROJECT,"july-sept,2017",09/30/2017,6550
Mid-Segment,Pendse Nagar,LOCALITY,"oct-dec,2020",12/31/2020,8150
MID,Lodha Casa Bella,PROJECT,"oct-dec,2013",12/31/2013,6000
LUXURY,Lodha Casa Bella Gold,PROJECT,"apr-june,2021",06/30/2021,6800
MID,Lodha Regency,PROJECT,"oct-dec,2017",12/31/2017,6050
Premium,Dombivli East,LOCALITY,"july-sept,2022",09/30/2022,6500
Mid-Segment,Pendse Nagar,LOCALITY,"apr-june,2022",06/30/2022,6750
Premium,Dombivli East,LOCALITY,"july-sept,2010",09/30/2010,3000
LUXURY,Siddharth Riverwood Park,PROJECT,"apr-june,2019",06/30/2019,5600
MID,Lodha Casa Bella,PROJECT,"apr-june,2014",06/30/2014,6500
MID,Lodha Casa Rio Gold,PROJECT,"jan-mar,2013",03/31/2013,6200
LUXURY,Runwal My City,PROJECT,"jan-mar,2019",03/31/2019,6450
LUXURY,Runwal My City,PROJECT,"july-sept,2018",09/30/2018,6850
MID,Lodha Palava Downtown,PROJECT,"july-sept,2017",09/30/2017,6450
MID,Lodha Lakeshore Greens,PROJECT,"oct-dec,2018",12/31/2018,6600
Premium,thakurli,LOCALITY,"apr-june,2016",06/30/2016,6150
Premium,Dombivli East,LOCALITY,"oct-dec,2021",12/31/2021,6550
Premium,thakurli,LOCALITY,"july-sept,2020",09/30/2020,7300
LUXURY,Runwal My City,PROJECT,"oct-dec,2022",12/31/2022,7700
Premium,Sunil Nagar,LOCALITY,"oct-dec,2022",12/31/2022,8750
LUXURY,Shree Chamunda Garden,PROJECT,"oct-dec,2022",12/31/2022,7950
Premium,Sunil Nagar,LOCALITY,"oct-dec,2015",12/31/2015,5600
Premium,Gograswadi,LOCALITY,"oct-dec,2020",12/31/2020,7100
Premium,Dombivli East,LOCALITY,"july-sept,2014",09/30/2014,5350
LUXURY,Lodha Palava City,PROJECT,"apr-june,2014",06/30/2014,5000
LUXURY,Lodha Palava City,PROJECT,"jan-mar,2019",03/31/2019,6500
MID,Lodha Lakeshore Greens,PROJECT,"oct-dec,2017",12/31/2017,6950
Mid-Segment,Nilje Gaon,LOCALITY,"july-sept,2020",09/30/2020,6250
MID,Lodha Palava Downtown,PROJECT,"jan-mar,2019",03/31/2019,6900
LUXURY,Shree Chamunda Garden,PROJECT,"oct-dec,2020",12/31/2020,7350
Premium,Sunil Nagar,LOCALITY,"jan-mar,2017",03/31/2017,6500
MID,Lodha Casa Bella,PROJECT,"jan-mar,2013",03/31/2013,6050
MID,Lodha Palava Downtown,PROJECT,"oct-dec,2018",12/31/2018,7050
MID,Lodha Regency,PROJECT,"oct-dec,2018",12/31/2018,5650
MID,Lodha Lakeshore Greens,PROJECT,"july-sept,2022",09/30/2022,5850
LUXURY,Siddharth Riverwood Park,PROJECT,"jan-mar,2017",03/31/2017,5700
LUXURY,Shree Chamunda Garden,PROJECT,"july-sept,2020",09/30/2020,7450
Premium,Dombivli East,LOCALITY,"oct-dec,2022",12/31/2022,7200
Mid-Segment,Nilje Gaon,LOCALITY,"july-sept,2021",09/30/2021,6200
Mid-Segment,Sagarli,LOCALITY,"july-sept,2020",09/30/2020,5150
Mid-Segment,Sagarli,LOCALITY,"jan-mar,2020",03/31/2020,5550
Premium,Gograswadi,LOCALITY,"oct-dec,2021",12/31/2021,7700
LUXURY,Lodha Golflinks,PROJECT,"oct-dec,2020",12/31/2020,8550
Premium,Dombivli East,LOCALITY,"jan-mar,2021",03/31/2021,6800
Premium,Dombivli East,LOCALITY,"jan-mar,2008",03/31/2008,2600
Premium,Dombivli East,LOCALITY,"july-sept,2008",09/30/2008,2800
Premium,thakurli,LOCALITY,"jan-mar,2016",03/31/2016,6000
Mid-Segment,Dawadi Gaon,LOCALITY,"apr-june,2021",06/30/2021,4600
Premium,thakurli,LOCALITY,"oct-dec,2019",12/31/2019,7000
Mid-Segment,Pendse Nagar,LOCALITY,"jan-mar,2021",03/31/2021,7400
LUXURY,Shree Chamunda Garden,PROJECT,"oct-dec,2019",12/31/2019,6800
LUXURY,Lodha Golflinks,PROJECT,"jan-mar,2017",03/31/2017,9250
Premium,Gograswadi,LOCALITY,"jan-mar,2020",03/31/2020,7000
LUXURY,Lodha Palava City,PROJECT,"july-sept,2022",09/30/2022,6350
MID,Lodha Casa Bella,PROJECT,"july-sept,2022",09/30/2022,5800
Premium,Sunil Nagar,LOCALITY,"apr-june,2014",06/30/2014,4900
MID,Lodha Lakeshore Greens,PROJECT,"apr-june,2021",06/30/2021,5700
Premium,Dombivli East,LOCALITY,"july-sept,2017",09/30/2017,6200
Mid-Segment,Nandivli,LOCALITY,"july-sept,2022",09/30/2022,6300
Premium,Gograswadi,LOCALITY,"oct-dec,2017",12/31/2017,6300
LUXURY,Lodha Palava City,PROJECT,"apr-june,2017",06/30/2017,6300
LUXURY,Lodha Casa Bella Gold,PROJECT,"jan-mar,2018",03/31/2018,7050
Mid-Segment,Pendse Nagar,LOCALITY,"july-sept,2021",09/30/2021,6550
Premium,thakurli,LOCALITY,"jan-mar,2017",03/31/2017,6050
Premium,Sunil Nagar,LOCALITY,"july-sept,2021",09/30/2021,7700
Premium,Dombivli East,LOCALITY,"july-sept,2020",09/30/2020,6600
Premium,thakurli,LOCALITY,"jan-mar,2015",03/31/2015,5600
LUXURY,Anantnath And Forever City,PROJECT,"oct-dec,2022",12/31/2022,7900
MID,Lodha Regency,PROJECT,"apr-june,2019",06/30/2019,5900
Premium,thakurli,LOCALITY,"apr-june,2022",06/30/2022,7500
MID,Lodha Palava Downtown,PROJECT,"jan-mar,2016",03/31/2016,5800
LUXURY,Runwal My City,PROJECT,"july-sept,2016",09/30/2016,5300
Premium,Dombivli East,LOCALITY,"apr-june,2015",06/30/2015,6100
LUXURY,Siddharth Riverwood Park,PROJECT,"july-sept,2017",09/30/2017,5600
MID,Lodha Palava Downtown,PROJECT,"oct-dec,2019",12/31/2019,6300
Premium,Gograswadi,LOCALITY,"july-sept,2019",09/30/2019,6500
Mid-Segment,Sagaon,LOCALITY,"july-sept,2022",09/30/2022,4750
Premium,Gograswadi,LOCALITY,"jan-mar,2018",03/31/2018,6500
Premium,Sunil Nagar,LOCALITY,"apr-june,2018",06/30/2018,8100
Mid-Segment,Nilje Gaon,LOCALITY,"apr-june,2018",06/30/2018,6300
Premium,Sunil Nagar,LOCALITY,"apr-june,2020",06/30/2020,7500
Premium,Gograswadi,LOCALITY,"jan-mar,2021",03/31/2021,7100
Premium,thakurli,LOCALITY,"july-sept,2016",09/30/2016,6450
Premium,thakurli,LOCALITY,"apr-june,2020",06/30/2020,7800
LUXURY,Happy Sarvodaya Trilok,PROJECT,"july-sept,2019",09/30/2019,7500
Premium,P and T Colony,LOCALITY,"apr-june,2019",06/30/2019,6650
LUXURY,Siddharth Riverwood Park,PROJECT,"jan-mar,2022",03/31/2022,7500
Premium,P and T Colony,LOCALITY,"july-sept,2021",09/30/2021,6600
MID,Lodha Casa Rio Gold,PROJECT,"apr-june,2013",06/30/2013,6100
LUXURY,Lodha Palava City,PROJECT,"oct-dec,2022",12/31/2022,6650
Mid-Segment,Pendse Nagar,LOCALITY,"oct-dec,2018",12/31/2018,7000
MID,Lodha Casa Rio Gold,PROJECT,"apr-june,2022",06/30/2022,6050
